,Time,J_0,J_1,J_2
298,0.2982982982982983,1.8786537256091833,1.7417292026802897,1.810218945145607
299,0.29929929929929927,1.875264199450612,1.7384838238358498,1.8070867769420147
300,0.3003003003003003,1.8718971638008952,1.7354322001338005,1.8032603487372398
301,0.3013013013013013,1.868508042767644,1.7322281952947378,1.8010740643367171
302,0.3023023023023023,1.865139133296907,1.7290540225803852,1.7971904147416353
303,0.3033033033033033,1.8619095999747515,1.726097178645432,1.7937929555773735
304,0.30430430430430433,1.8584979977458715,1.7229977613314986,1.7912641605362296
305,0.3053053053053053,1.8552098078653216,1.7199516408145428,1.7872400591149926
306,0.3063063063063063,1.851958667859435,1.7169421343132854,1.7849107831716537
307,0.3073073073073073,1.8486756766214967,1.7138639241456985,1.7814413998275995
308,0.3083083083083083,1.8454877259209752,1.7108971877023578,1.778031543828547
309,0.30930930930930933,1.8423365885391831,1.7080992134287953,1.7753544924780726
310,0.3103103103103103,1.8391206646338105,1.7051344867795706,1.7717253370210528
311,0.3113113113113113,1.8360326969996095,1.7020929167047143,1.7693962650373578
312,0.3123123123123123,1.8328560357913375,1.6993834441527724,1.7661211108788848
313,0.3133133133133133,1.8298419853672385,1.696364089846611,1.7632123874500394
314,0.31431431431431434,1.826843692921102,1.6934944204986095,1.760406686924398
315,0.3153153153153153,1.8237238842993975,1.6907602101564407,1.7572348862886429
316,0.3163163163163163,1.8206405714154243,1.68792852666229,1.7547446265816689
317,0.3173173173173173,1.8176844595000148,1.6851400500163436,1.7510745683684945
318,0.3183183183183183,1.8148436900228262,1.6823624931275845,1.7481983564794064
319,0.31931931931931934,1.8116821274161339,1.679601300507784,1.7455009398981929
320,0.3203203203203203,1.808840029872954,1.6767936358228326,1.7427945025265217
321,0.3213213213213213,1.8058619368821383,1.6740068402141333,1.7402508249506354
322,0.32232232232232233,1.8029338605701923,1.6714228438213468,1.7366091907024384
323,0.3233233233233233,1.800106887705624,1.668834869749844,1.7339224787428975
324,0.32432432432432434,1.7972004357725382,1.6660113539546728,1.731343518011272
325,0.3253253253253253,1.7944199442863464,1.6635083789005876,1.7285387041047215
326,0.3263263263263263,1.7915517427027225,1.6607820261269808,1.7263255286961794
